test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Zhx3	Zhx3	Zhx3	chr2:160731309-160872990	SQ	IV	OK	2.69128	1.5357	-0.8094	-0.406784	0.4012	0.641024	no
B230354K17Rik	B230354K17Rik	B230354K17Rik	chr17:45433830-45442544	SQ	IV	OK	1.73782	2.15056	0.307435	0.451993	0.4013	0.641024	no
Fbxo22	Fbxo22	Fbxo22	chr9:55208934-55283625	SQ	IV	OK	61.8199	55.5272	-0.154875	-0.451193	0.4013	0.641024	no
Ebag9	Ebag9	Ebag9	chr15:44619226-44641520	SQ	IV	OK	12.7428	14.7568	0.2117	0.450515	0.40145	0.641175	no
Psmb8	Psmb8	Psmb8	chr17:34198194-34201454	SQ	IV	OK	1252.68	1384.85	0.144715	0.451855	0.4017	0.641485	no
0610030E20Rik	0610030E20Rik	0610030E20Rik	chr6:72347316-72353160	SQ	IV	OK	10.0931	11.4175	0.177876	0.454945	0.4019	0.641716	no
Rtkn2	Rtkn2	Rtkn2	chr10:67979569-68043864	SQ	IV	OK	0.746131	1.00656	0.431925	0.456686	0.402	0.641769	no
Sft2d1	Sft2d1	Sft2d1	chr17:8283786-8327442	SQ	IV	OK	62.0341	73.3441	0.241618	0.443235	0.4021	0.641769	no
Zfp597	Zfp597	Zfp597	chr16:3861543-3872374	SQ	IV	OK	2.91532	3.41773	0.229383	0.444063	0.4021	0.641769	no
Ppp2r5d	Ppp2r5d	Ppp2r5d	chr17:46674550-46705026	SQ	IV	OK	72.2734	61.8534	-0.224613	-0.453137	0.40255	0.64238	no
Snhg15	Snhg15	Snhg15	chr11:6525590-6528760	SQ	IV	OK	28.962	34.4956	0.252252	0.437114	0.4026	0.64238	no
Cope	Cope	Cope	chr8:70302766-70313002	SQ	IV	OK	338.022	372.768	0.141163	0.448476	0.40265	0.64238	no
1600020E01Rik	1600020E01Rik	1600020E01Rik	chr6:86527329-86564449	SQ	IV	OK	26.5818	31.875	0.261988	0.44616	0.4028	0.642441	no
Thoc6	Thoc6	Thoc6	chr17:23660505-23677449	SQ	IV	OK	52.7683	46.2787	-0.189322	-0.451034	0.4028	0.642441	no
Tonsl	Tonsl	Tonsl	chr15:76626236-76639929	SQ	IV	OK	18.8014	16.7603	-0.165789	-0.453861	0.40295	0.642592	no
Mir3101	Mir3101	Mir3101	chr7:27168432-27178883	SQ	IV	OK	206.997	520.13	1.32926	0.222147	0.40305	0.642662	no
Chmp7	Chmp7	Chmp7	chr14:69716978-69732570	SQ	IV	OK	40.7372	36.5526	-0.156373	-0.448368	0.40315	0.642733	no
Ciao1	Ciao1	Ciao1	chr2:127240937-127247816	SQ	IV	OK	13.264	15.0743	0.18457	0.453159	0.40325	0.642794	no
Mcrip1	Mcrip1	Mcrip1	chr11:120542887-120549727	SQ	IV	OK	157.333	174.092	0.146029	0.444669	0.4033	0.642794	no
D930028M14Rik	D930028M14Rik	D930028M14Rik	chr7:25152456-25156630	SQ	IV	OK	6.42633	4.90341	-0.39021	-0.43926	0.4035	0.642926	no
Ica1l	Ica1l	Ica1l	chr1:59989067-60043122	SQ	IV	OK	0.581786	0.337463	-0.785757	-0.426555	0.4035	0.642926	no
Ptprs	Ptprs	Ptprs	chr17:56412425-56476480	SQ	IV	OK	5.82508	5.06825	-0.200789	-0.448375	0.40355	0.642926	no
LOC664787	LOC664787	LOC664787	chr1_GL456221_random:17590-30203	SQ	IV	OK	0.850092	1.31507	0.629454	0.428313	0.4037	0.642987	no
Spata24	Spata24	Spata24	chr18:35656688-35662186	SQ	IV	OK	11.1253	8.57238	-0.376072	-0.447878	0.4037	0.642987	no
Casp8ap2	Casp8ap2	Casp8ap2	chr4:32615469-32653271	SQ	IV	OK	20.1363	18.0837	-0.155106	-0.449879	0.404	0.643232	no
H4c1	H4c1	H4c1	chr13:23760794-23761249	SQ	IV	OK	3.3698	2.0259	-0.734098	-0.432428	0.40405	0.643232	no
1700097N02Rik	1700097N02Rik	1700097N02Rik	chr17:30622440-30626905	SQ	IV	OK	35.3217	40.7591	0.20657	0.446655	0.40415	0.643232	no
Stx6	Stx6	Stx6	chr1:155158702-155203517	SQ	IV	OK	78.8722	87.2968	0.146411	0.452532	0.40415	0.643232	no
AW209491	AW209491	AW209491	chr13:14630244-14638202	SQ	IV	OK	17.5631	20.1768	0.20015	0.451172	0.40425	0.643232	no
Ces2c	Ces2c	Ces2c	chr8:104847067-104854482	SQ	IV	OK	0.597313	0.354293	-0.753542	-0.432381	0.40425	0.643232	no
Stx19	Stx19	Stx19	chr16:62793672-62847040	SQ	IV	OK	0.213812	1.09593	2.35774	0.753188	0.40425	0.643232	no
Rab43	Rab43	Rab43	chr6:87788852-87812164	SQ	IV	OK	13.1951	14.8626	0.171688	0.449316	0.4043	0.643232	no
Calm2	Calm2	Calm2	chr17:87433400-87446935	SQ	IV	OK	413.963	455.111	0.136718	0.43864	0.4044	0.643303	no
Ccdc106	Ccdc106	Ccdc106	chr7:5056151-5060784	SQ	IV	OK	0.176614	0.781499	2.14564	1.06946	0.40455	0.643453	no
Slc4a7	Slc4a7	Slc4a7	chr14:14703024-14799943	SQ	IV	OK	4.79347	4.1861	-0.195462	-0.446832	0.4047	0.643602	no
Cnn2	Cnn2	Cnn2	chr10:79697304-80369637	SQ	IV	OK	1087.48	1430.38	0.395417	0.446125	0.40495	0.643902	no
Tsen2	Tsen2	Tsen2	chr6:115544690-115578350	SQ	IV	OK	16.2364	14.0526	-0.208394	-0.445431	0.405	0.643902	no
Mir7089	Mir7089	Mir7089	chr9:109875578-109893890	SQ	IV	OK	29.2201	129.328	2.146	9.58653	0.40545	0.644328	no
Taldo1	Taldo1	Taldo1	chr7:141392159-141402976	SQ	IV	OK	247.541	273.01	0.141285	0.444269	0.40545	0.644328	no
Nars	Nars	Nars	chr18:64499646-64516557	SQ	IV	OK	53.9377	48.5582	-0.151578	-0.446264	0.4056	0.644328	no
Selenok-ps1	Selenok-ps1	Selenok-ps1	chr11:23558059-23558842	SQ	IV	OK	11.6176	14.3769	0.307443	0.447363	0.4057	0.644328	no
Tgfb3	Tgfb3	Tgfb3	chr12:86056742-86079041	SQ	IV	OK	1.08631	1.41527	0.381645	0.431975	0.4057	0.644328	no
Spata5	Spata5	Spata5	chr3:37419949-37579096	SQ	IV	OK	18.98	16.7966	-0.176313	-0.451828	0.40575	0.644328	no
Rybp	Rybp	Rybp	chr6:100228564-100287358	SQ	IV	OK	1.05965	0.81042	-0.386845	-0.436545	0.40585	0.644328	no
1700066M21Rik	1700066M21Rik	1700066M21Rik	chr1:57377619-57385422	SQ	IV	OK	4.27604	3.57312	-0.259091	-0.429731	0.40595	0.644328	no
Fam161b	Fam161b	Fam161b	chr12:84345308-84361828	SQ	IV	OK	0.3602	0.646326	0.843464	0.583039	0.40595	0.644328	no
Ndufaf1	Ndufaf1	Ndufaf1	chr2:119655445-119662834	SQ	IV	OK	35.9331	40.6557	0.178146	0.446139	0.40595	0.644328	no
Tada2b	Tada2b	Tada2b	chr5:36465184-36484285	SQ	IV	OK	8.56121	5.94772	-0.525478	-0.445902	0.406	0.644328	no
Pih1d2	Pih1d2	Pih1d2	chr9:50603900-50625000	SQ	IV	OK	1.4799	0.515672	-1.52097	-0.48922	0.40605	0.644328	no
Rab3gap1	Rab3gap1	Rab3gap1	chr1:127868772-127943876	SQ	IV	OK	14.7743	16.5916	0.167357	0.450251	0.40605	0.644328	no
Snora61	Snora61	Snora61	chr4:132308677-132311024	SQ	IV	OK	343.703	1305.33	1.92518	0.854325	0.40605	0.644328	no
Tfip11	Tfip11	Tfip11	chr5:112326368-112343040	SQ	IV	OK	22.319	25.6493	0.200646	0.449035	0.4062	0.644477	no
Polr3h	Polr3h	Polr3h	chr15:81872462-81926213	SQ	IV	OK	22.9516	17.9112	-0.35773	-0.457293	0.40635	0.644617	no
Fosl2	Fosl2	Fosl2	chr5:32136471-32157839	SQ	IV	OK	0.645133	0.467504	-0.464618	-0.449778	0.4064	0.644617	no
Gm20319	Gm20319	Gm20319	chr16:26581704-26755502	SQ	IV	OK	0.000228633	1.39042	12.5702	0.0126415	0.40655	0.644678	no
Zfp715	Zfp715	Zfp715	chr7:43296522-43313300	SQ	IV	OK	8.6613	7.57413	-0.193503	-0.450585	0.40655	0.644678	no
Acot10	Acot10	Acot10	chr15:20665213-20666750	SQ	IV	OK	40.4481	45.4282	0.167519	0.44216	0.4067	0.644808	no
Abt1	Abt1	Abt1	chr13:23418360-23423866	SQ	IV	OK	12.6966	11.2495	-0.174573	-0.443676	0.4068	0.644808	no
Rpl27a	Rpl27a	Rpl27a	chr7:109519194-109522369	SQ	IV	OK	58.4955	65.6763	0.167046	0.441661	0.4068	0.644808	no
Fam71b	Fam71b	Fam71b	chr11:46404727-46407985	SQ	IV	OK	1.42771	1.02245	-0.481668	-0.441151	0.4069	0.644869	no
Il9r	Il9r	Il9r	chr11:32188996-32200279	SQ	IV	OK	0.804122	1.12222	0.480874	0.462166	0.40695	0.644869	no
Nlrc3	Nlrc3	Nlrc3	chr16:3945006-3976632	SQ	IV	OK	31.4768	35.166	0.159892	0.445806	0.4072	0.645078	no
Snrpf	Snrpf	Snrpf	chr10:93540631-93605245	SQ	IV	OK	59.2294	51.8603	-0.191685	-0.448297	0.40725	0.645078	no
Ubr4	Ubr4	Ubr4	chr4:139380658-139489532	SQ	IV	OK	4.88411	4.36199	-0.163109	-0.447	0.40725	0.645078	no
Elovl1	Elovl1	Elovl1	chr4:118428092-118437343	SQ	IV	OK	127.043	149.199	0.231922	0.445062	0.4077	0.645604	no
Adal	Adal	Adal	chr2:121137291-121156680	SQ	IV	OK	11.2002	9.07453	-0.303631	-0.440364	0.40775	0.645604	no
Hist1h2ap	Hist1h2ap	Hist1h2ap	chr13:21833023-21833575	SQ	IV	OK	18.5402	0.0165736	-10.1276	-0.202081	0.40775	0.645604	no
C1d	C1d	C1d	chr11:17257546-17269176	SQ	IV	OK	31.1269	27.8628	-0.159824	-0.448158	0.40785	0.645674	no
Hnrnpk	Hnrnpk	Hnrnpk	chr13:58391131-58411149	SQ	IV	OK	401.785	362.656	-0.14782	-0.459598	0.40795	0.645725	no
Csf2ra	Csf2ra	Csf2ra	chr19:61224401-61228418	SQ	IV	OK	1.72364	2.34163	0.442056	0.454895	0.408	0.645725	no
Bloc1s6	Bloc1s6	Bloc1s6	chr2:122738504-122749487	SQ	IV	OK	18.3705	20.5943	0.164853	0.443843	0.40805	0.645725	no
Cryz	Cryz	Cryz	chr3:154576519-154623182	SQ	IV	OK	1.91381	1.23132	-0.636238	-0.473283	0.4082	0.645785	no
Emg1	Emg1	Emg1	chr6:124663103-124712178	SQ	IV	OK	269.011	305.062	0.181437	0.443285	0.4082	0.645785	no
Cdk13	Cdk13	Cdk13	chr13:17715961-17805097	SQ	IV	OK	4.98057	4.35831	-0.192542	-0.447017	0.40835	0.645933	no
Uhrf2	Uhrf2	Uhrf2	chr19:30030512-30093724	SQ	IV	OK	12.0128	13.5451	0.1732	0.431323	0.40855	0.646161	no
Ddx58	Ddx58	Ddx58	chr4:40203776-40239825	SQ	IV	OK	18.7034	20.8638	0.157703	0.438946	0.4087	0.64631	no
Rfc1	Rfc1	Rfc1	chr5:65261851-65335639	SQ	IV	OK	29.477	26.6123	-0.147498	-0.43909	0.4095	0.647388	no
Dnlz	Dnlz	Dnlz	chr2:26314610-26352110	SQ	IV	OK	10.7205	12.5702	0.229637	0.442556	0.40955	0.647388	no
Pkd1	Pkd1	Pkd1	chr17:24549949-24632627	SQ	IV	OK	2.61112	3.15765	0.274184	0.445665	0.40955	0.647388	no
Mfsd2a	Mfsd2a	Mfsd2a	chr4:122946850-122961188	SQ	IV	OK	4.08397	5.00139	0.292357	0.440822	0.4099	0.647842	no
Gpnmb	Gpnmb	Gpnmb	chr6:49036517-49058182	SQ	IV	OK	0.509196	0.729262	0.518215	0.433267	0.40995	0.647842	no
Cacnb1	Cacnb1	Cacnb1	chr11:98001507-98022627	SQ	IV	OK	1.4959	1.08708	-0.460548	-0.422678	0.4101	0.647981	no
Mrpl21	Mrpl21	Mrpl21	chr19:3283041-3292837	SQ	IV	OK	56.4899	64.0293	0.18074	0.436053	0.41015	0.647981	no
2610524H06Rik	2610524H06Rik	2610524H06Rik	chr5:114821936-114823468	SQ	IV	OK	31.0317	35.7386	0.203739	0.443552	0.4105	0.648445	no
Prkar1a	Prkar1a	Prkar1a	chr11:109649022-109669663	SQ	IV	OK	344.786	312.813	-0.140402	-0.439276	0.4106	0.648514	no
Rab3a	Rab3a	Rab3a	chr8:70754678-70760921	SQ	IV	OK	3.10161	5.38885	0.796957	0.489796	0.41075	0.648564	no
Aldh18a1	Aldh18a1	Aldh18a1	chr19:40550256-40588463	SQ	IV	OK	42.8795	38.6772	-0.148806	-0.443793	0.4108	0.648564	no
Ap4s1	Ap4s1	Ap4s1	chr12:51608540-51738933	SQ	IV	OK	26.2982	32.403	0.301162	0.446782	0.4108	0.648564	no
Mir6943	Mir6943	Mir6943	chr13:55445071-55460927	SQ	IV	OK	515.424	1229.3	1.25401	0.0614468	0.41115	0.649027	no
Bub3	Bub3	Bub3	chr7:131560369-131571892	SQ	IV	OK	274.498	249.776	-0.136159	-0.444459	0.41125	0.649096	no
Mir24-1	Mir24-1	Mir24-1	chr13:62964892-63431745	SQ	IV	OK	194.057	12.2074	-3.99065	-0.0899193	0.4114	0.649244	no
Kdm2a	Kdm2a	Kdm2a	chr19:4316146-4397077	SQ	IV	OK	7.30703	6.47624	-0.174129	-0.444287	0.41175	0.649599	no
Zbtb40	Zbtb40	Zbtb40	chr4:136979731-137048695	SQ	IV	OK	2.18965	1.85808	-0.236888	-0.432887	0.41175	0.649599	no
Ddx47	Ddx47	Ddx47	chr6:135011611-135023776	SQ	IV	OK	85.4149	94.5984	0.147328	0.442893	0.41185	0.649599	no
Zfp24	Zfp24	Zfp24	chr18:24009716-24020813	SQ	IV	OK	10.7085	9.53433	-0.167559	-0.44188	0.41185	0.649599	no
Ccl6	Ccl6	Ccl6	chr11:83582060-83623693	SQ	IV	OK	0.152419	1.64168	3.42906	1.78895	0.4122	0.650062	no
Gm10509	Gm10509	Gm10509	chr17:21679876-21692542	SQ	IV	OK	7.09555	6.09815	-0.218543	-0.431606	0.4123	0.650131	no
Ly9	Ly9	Ly9	chr1:171588612-171607410	SQ	IV	OK	92.9495	102.713	0.1441	0.443626	0.41295	0.651067	no
Pak2	Pak2	Pak2	chr16:32016289-32079342	SQ	IV	OK	41.723	37.8485	-0.140605	-0.441151	0.41315	0.651194	no
Sh3gl1	Sh3gl1	Sh3gl1	chr17:56009200-56036659	SQ	IV	OK	126.509	142.823	0.174981	0.442891	0.41315	0.651194	no
B230307C23Rik	B230307C23Rik	B230307C23Rik	chr16:97997314-98016756	SQ	IV	OK	15.278	17.732	0.214903	0.434048	0.4132	0.651194	no
Zfp90	Zfp90	Zfp90	chr8:106415326-106426942	SQ	IV	OK	2.18187	2.66957	0.291037	0.440815	0.4133	0.651252	no
Dusp19	Dusp19	Dusp19	chr2:80617213-80631661	SQ	IV	OK	14.7374	17.1323	0.217236	0.438202	0.41335	0.651252	no
Ric8b	Ric8b	Ric8b	chr10:84917612-85018337	SQ	IV	OK	5.3374	4.62662	-0.20618	-0.440593	0.41355	0.651468	no
Map3k14	Map3k14	Map3k14	chr11:103219763-103267401	SQ	IV	OK	6.17537	7.09319	0.19991	0.44045	0.4136	0.651468	no
Cetn1	Cetn1	Cetn1	chr18:9618418-9619469	SQ	IV	OK	1.09058	1.69703	0.637915	0.435511	0.4139	0.651852	no
Casz1	Casz1	Casz1	chr4:148804391-148954892	SQ	IV	OK	0.368404	0.628125	0.769764	0.454364	0.41425	0.652225	no
Plekhg5	Plekhg5	Plekhg5	chr4:152086841-152115404	SQ	IV	OK	1.41495	1.78498	0.335158	0.445816	0.41425	0.652225	no
Dus2	Dus2	Dus2	chr8:106009615-106053840	SQ	IV	OK	22.2884	26.1453	0.230261	0.442723	0.41435	0.652293	no
Pxmp2	Pxmp2	Pxmp2	chr5:110274285-110286168	SQ	IV	OK	5.72278	7.25206	0.341674	0.430129	0.41455	0.65243	no
Usf2	Usf2	Usf2	chr7:30945247-30956803	SQ	IV	OK	7.80317	9.09102	0.220381	0.442453	0.41455	0.65243	no
Tgif2	Tgif2	Tgif2	chr2:156840006-156862945	SQ	IV	OK	1.17503	1.62829	0.470655	0.44346	0.4147	0.652577	no
Kcnq5	Kcnq5	Kcnq5	chr1:21398398-21962650	SQ	IV	OK	0.775695	0.611361	-0.343465	-0.415873	0.4148	0.652645	no
St7l	St7l	St7l	chr3:104864505-104930063	SQ	IV	OK	4.43545	3.85882	-0.200918	-0.433022	0.41495	0.652792	no
Fstl3	Fstl3	Fstl3	chr10:79697304-80369637	SQ	IV	OK	0.287697	0.783315	1.44504	0.0354826	0.41505	0.65285	no
Twnk	Twnk	Twnk	chr19:45005013-45012764	SQ	IV	OK	9.60387	7.5533	-0.346509	-0.462224	0.4151	0.65285	no
Stimate	Stimate	Stimate	chr14:30825593-30877210	SQ	IV	OK	10.7723	9.46705	-0.186338	-0.444104	0.4158	0.653773	no
Zfp870	Zfp870	Zfp870	chr17:32879220-32891603	SQ	IV	OK	1.37044	1.69459	0.306291	0.435637	0.4158	0.653773	no
Nop14	Nop14	Nop14	chr5:34638535-34660148	SQ	IV	OK	20.2261	17.8745	-0.178315	-0.438368	0.416	0.653987	no
Timm13	Timm13	Timm13	chr10:80879815-80900969	SQ	IV	OK	107.939	119.677	0.14893	0.435083	0.41605	0.653987	no
Jtb	Jtb	Jtb	chr3:90231596-90235840	SQ	IV	OK	97.6887	108.547	0.152052	0.432187	0.41635	0.65437	no
Mrpl55	Mrpl55	Mrpl55	chr11:59202485-59206138	SQ	IV	OK	68.7112	60.9186	-0.173662	-0.438423	0.4165	0.654427	no
Stag2	Stag2	Stag2	chrX:42149411-42277186	SQ	IV	OK	24.7034	22.3186	-0.146467	-0.437167	0.4165	0.654427	no
Mcoln2	Mcoln2	Mcoln2	chr3:146149832-146195512	SQ	IV	OK	9.21399	7.93787	-0.215074	-0.437607	0.41665	0.654463	no
Timm17a	Timm17a	Timm17a	chr1:135301534-135313737	SQ	IV	OK	128.183	115.192	-0.15416	-0.426472	0.4167	0.654463	no
Atf7	Atf7	Atf7	chr15:102525945-102625464	SQ	IV	OK	4.05486	4.9897	0.299303	0.42798	0.41675	0.654463	no
Mob1b	Mob1b	Mob1b	chr5:88720870-88758455	SQ	IV	OK	2.9434	2.409	-0.289046	-0.431474	0.41675	0.654463	no
Klhl5	Klhl5	Klhl5	chr5:65107567-65168142	SQ	IV	OK	17.1207	19.2762	0.171079	0.438441	0.4169	0.65461	no
Fam53a	Fam53a	Fam53a	chr5:33600352-33629635	SQ	IV	OK	41.5456	46.3824	0.158881	0.437112	0.4172	0.654992	no
2810414N06Rik	2810414N06Rik	2810414N06Rik	chr1:151748949-151755018	SQ	IV	OK	1.64022	2.35651	0.522766	0.463321	0.41745	0.655116	no
Hcfc1r1	Hcfc1r1	Hcfc1r1	chr17:23660505-23677449	SQ	IV	OK	17.4325	22.164	0.346432	0.430551	0.41745	0.655116	no
Sec23b	Sec23b	Sec23b	chr2:144556228-144590753	SQ	IV	OK	82.0664	74.2787	-0.143843	-0.443059	0.41745	0.655116	no
Ccdc47	Ccdc47	Ccdc47	chr11:106199355-106216367	SQ	IV	OK	46.3338	51.1533	0.142761	0.431372	0.418	0.655701	no
Myg1	Myg1	Myg1	chr15:102331708-102338138	SQ	IV	OK	83.589	75.458	-0.147639	-0.428319	0.418	0.655701	no
Tmem176a	Tmem176a	Tmem176a	chr6:48841482-48845364	SQ	IV	OK	3.85403	2.74182	-0.491233	-0.452111	0.418	0.655701	no
Ceacam-ps1	Ceacam-ps1	Ceacam-ps1	chr7:16649029-16657478	SQ	IV	OK	0.420934	1.11144	1.40077	0.727621	0.41805	0.655701	no
Oxa1l	Oxa1l	Oxa1l	chr14:54360840-54417702	SQ	IV	OK	28.0177	24.9917	-0.164891	-0.440587	0.41855	0.656385	no
Slc29a3	Slc29a3	Slc29a3	chr10:60712071-60752782	SQ	IV	OK	6.34255	5.56128	-0.189645	-0.432148	0.4186	0.656385	no
Dnajb4	Dnajb4	Dnajb4	chr3:152181579-152210083	SQ	IV	OK	1.19213	1.4934	0.325059	0.435773	0.4189	0.656756	no
Klc2	Klc2	Klc2	chr19:5107745-5118298	SQ	IV	OK	0.982572	1.30703	0.411657	0.424945	0.41895	0.656756	no
Prr7	Prr7	Prr7	chr13:55464266-55473155	SQ	IV	OK	0.347959	0.623691	0.841916	0.428804	0.41905	0.656823	no
Urm1	Urm1	Urm1	chr2:29827388-29844996	SQ	IV	OK	7.45036	6.28666	-0.245016	-0.438536	0.4193	0.657126	no
Cntrob	Cntrob	Cntrob	chr11:69299495-69323873	SQ	IV	OK	5.55181	4.79323	-0.211959	-0.422332	0.41945	0.657149	no
Nup153	Nup153	Nup153	chr13:46679901-46727849	SQ	IV	OK	22.5743	20.4172	-0.144899	-0.429552	0.4195	0.657149	no
Septin9	Septin9	Septin9	chr11:117199660-117362325	SQ	IV	OK	69.6951	63.2384	-0.140256	-0.429001	0.4195	0.657149	no
Atg16l1	Atg16l1	Atg16l1	chr1:87756010-87792428	SQ	IV	OK	15.3799	13.6007	-0.177362	-0.438681	0.4196	0.657149	no
Plpp1	Plpp1	Plpp1	chr13:112800776-112927380	SQ	IV	OK	9.4447	5.72058	-0.723342	-0.473667	0.4196	0.657149	no
Smim13	Smim13	Smim13	chr13:41249843-41276577	SQ	IV	OK	2.94991	3.49146	0.243162	0.436411	0.41995	0.657608	no
Gm13363	Gm13363	Gm13363	chr1:30940302-30949755	SQ	IV	OK	2.33137	3.12251	0.421527	0.426325	0.4201	0.657754	no
Serp1	Serp1	Serp1	chr3:58521970-58557501	SQ	IV	OK	146.856	131.679	-0.157379	-0.430945	0.4202	0.657821	no
Arhgef2	Arhgef2	Arhgef2	chr3:88616206-88648052	SQ	IV	OK	18.9877	17.0183	-0.157978	-0.432222	0.4204	0.658045	no
Hook3	Hook3	Hook3	chr8:26021420-26119224	SQ	IV	OK	2.82354	3.18643	0.174439	0.423852	0.42055	0.65819	no
1700028E10Rik	1700028E10Rik	1700028E10Rik	chr5:151368674-151432118	SQ	IV	OK	0.872389	1.54218	0.821931	0.412404	0.42075	0.658313	no
Gm12258	Gm12258	Gm12258	chr11:58847161-58861957	SQ	IV	OK	2.57829	3.10027	0.265977	0.438008	0.4208	0.658313	no
Rnf113a2	Rnf113a2	Rnf113a2	chr12:84409067-84451024	SQ	IV	OK	21.5214	25.0768	0.220584	0.437964	0.4208	0.658313	no
Npepps	Npepps	Npepps	chr11:97205841-97280576	SQ	IV	OK	7.56716	6.62654	-0.191498	-0.43076	0.4211	0.658693	no
E130215H24Rik	E130215H24Rik	E130215H24Rik	chr2:150618110-150668932	SQ	IV	OK	2.41064	6.85086	1.50687	0.689831	0.42145	0.659151	no
Ndufb4	Ndufb4	Ndufb4	chr16:37647601-37654368	SQ	IV	OK	60.8256	70.8842	0.220785	0.425337	0.42165	0.659375	no
Actr1b	Actr1b	Actr1b	chr1:36699201-36709925	SQ	IV	OK	55.877	61.8954	0.147578	0.430102	0.42185	0.659509	no
Slc35a2	Slc35a2	Slc35a2	chrX:7884243-7894492	SQ	IV	OK	10.6364	9.11505	-0.222693	-0.434507	0.42185	0.659509	no
Ndufa12	Ndufa12	Ndufa12	chr10:94199034-94221438	SQ	IV	OK	86.6265	77.4903	-0.160793	-0.436692	0.42195	0.659564	no
Ascc3	Ascc3	Ascc3	chr10:50592668-50851202	SQ	IV	OK	7.50323	6.68514	-0.166555	-0.432052	0.422	0.659564	no
Slain2	Slain2	Slain2	chr5:72914361-72978841	SQ	IV	OK	33.1071	30.0174	-0.141341	-0.42822	0.42215	0.659709	no
2210408I21Rik	2210408I21Rik	2210408I21Rik	chr13:77135535-77613679	SQ	IV	OK	1.2036	0.771241	-0.642105	-0.406545	0.42235	0.659933	no
Rps6ka4	Rps6ka4	Rps6ka4	chr19:6829083-6840627	SQ	IV	OK	28.6127	25.7576	-0.151655	-0.424515	0.4226	0.660234	no
Stxbp3	Stxbp3	Stxbp3	chr3:108793179-108840502	SQ	IV	OK	16.6719	18.8537	0.177437	0.431557	0.4227	0.660301	no
F12	F12	F12	chr13:55417957-55426804	SQ	IV	OK	0.581882	0.88698	0.608175	0.428843	0.4228	0.660367	no
Tmem69	Tmem69	Tmem69	chr4:116551527-116555943	SQ	IV	OK	13.8863	12.1653	-0.190882	-0.428711	0.4229	0.660434	no
Larp7	Larp7	Larp7	chr3:127536713-127553349	SQ	IV	OK	28.0827	31.5339	0.167221	0.430689	0.42315	0.660712	no
Rab29	Rab29	Rab29	chr1:131867276-131872889	SQ	IV	OK	51.2327	57.476	0.165895	0.432268	0.42325	0.660712	no
Reep6	Reep6	Reep6	chr10:79697304-80369637	SQ	IV	OK	0.158538	0.738932	2.22062	0.0439105	0.42325	0.660712	no
Snora17	Snora17	Snora17	chr2:26637175-26640244	SQ	IV	OK	5.22829	30.7492	2.55614	4.82299	0.4235	0.661013	no
Wwp1	Wwp1	Wwp1	chr4:19608299-19709004	SQ	IV	OK	2.75609	2.35525	-0.226742	-0.432544	0.4236	0.66108	no
Dpy19l3	Dpy19l3	Dpy19l3	chr7:35685499-35754454	SQ	IV	OK	2.87209	2.47302	-0.215829	-0.434615	0.4238	0.661291	no
Zfp568	Zfp568	Zfp568	chr7:29983954-30028282	SQ	IV	OK	1.43802	1.18586	-0.278143	-0.437324	0.42385	0.661291	no
Ctdnep1	Ctdnep1	Ctdnep1	chr11:69968225-69990600	SQ	IV	OK	23.6564	29.1776	0.302634	0.430821	0.424	0.661435	no
Slc2a4rg-ps	Slc2a4rg-ps	Slc2a4rg-ps	chr2:181384249-181387596	SQ	IV	OK	4.1636	4.93338	0.244746	0.43024	0.4241	0.66149	no
Zranb2	Zranb2	Zranb2	chr3:157534164-157548390	SQ	IV	OK	25.5588	22.875	-0.160045	-0.431209	0.42415	0.66149	no
Zmym2	Zmym2	Zmym2	chr14:56886602-56962358	SQ	IV	OK	5.95933	6.7786	0.185837	0.414684	0.42425	0.661523	no
Cebpb	Cebpb	Cebpb	chr2:167688914-167690432	SQ	IV	OK	10.0796	8.53358	-0.240209	-0.415486	0.4243	0.661523	no
Gata3	Gata3	Gata3	chr2:9857077-9878600	SQ	IV	OK	18.9146	16.8762	-0.164507	-0.430464	0.4244	0.661523	no
Plpp2	Plpp2	Plpp2	chr10:79526423-79533787	SQ	IV	OK	5.96204	4.18694	-0.50991	-0.670455	0.4244	0.661523	no
Fkbpl	Fkbpl	Fkbpl	chr17:34644813-34646817	SQ	IV	OK	0.833245	1.20877	0.536728	0.4147	0.4246	0.661745	no
Dsn1	Dsn1	Dsn1	chr2:156995061-157007075	SQ	IV	OK	41.4687	37.2412	-0.155123	-0.436436	0.42475	0.661788	no
Sar1b	Sar1b	Sar1b	chr11:51763662-51791953	SQ	IV	OK	129.287	117.016	-0.14387	-0.427264	0.42475	0.661788	no
Cfap300	Cfap300	Cfap300	chr9:8021671-8042875	SQ	IV	OK	1.18258	1.71651	0.537538	0.466158	0.4248	0.661788	no
Slc26a11	Slc26a11	Slc26a11	chr11:119355556-119381076	SQ	IV	OK	9.56053	10.9571	0.196702	0.427369	0.42495	0.661843	no
Snx33	Snx33	Snx33	chr9:56917199-56928371	SQ	IV	OK	1.83134	2.20375	0.267066	0.411027	0.42495	0.661843	no
Atp5c1	Atp5c1	Atp5c1	chr2:10056030-10080510	SQ	IV	OK	511.811	466.021	-0.135215	-0.431258	0.42505	0.661909	no
